nameWithOwner,sshUrl,stargazers.totalCount,releases.totalCount,createdAt
spring-cloud/spring-cloud-netflix,git@github.com:spring-cloud/spring-cloud-netflix.git,4625,2,2014-07-11T15:46:12Z
apache/groovy,git@github.com:apache/groovy.git,4622,0,2015-04-16T07:00:05Z
square/sqlbrite,git@github.com:square/sqlbrite.git,4621,9,2015-02-19T04:38:37Z
nisrulz/android-tips-tricks,git@github.com:nisrulz/android-tips-tricks.git,4616,0,2016-08-25T20:27:33Z
jgilfelt/chuck,git@github.com:jgilfelt/chuck.git,4609,5,2017-02-07T23:51:39Z
spring-attic/spring-security-oauth,git@github.com:spring-attic/spring-security-oauth.git,4605,0,2011-07-26T18:08:49Z
go-lang-plugin-org/go-lang-idea-plugin,git@github.com:go-lang-plugin-org/go-lang-idea-plugin.git,4603,21,2010-08-29T08:20:01Z
sofastack/sofa-boot,git@github.com:sofastack/sofa-boot.git,4598,55,2018-04-02T08:28:14Z
techGay/v9porn,git@github.com:techGay/v9porn.git,4592,9,2018-04-12T14:32:04Z
kyleduo/SwitchButton,git@github.com:kyleduo/SwitchButton.git,4585,0,2014-09-09T07:20:43Z
chentao0707/SimplifyReader,git@github.com:chentao0707/SimplifyReader.git,4580,0,2015-08-17T08:22:53Z
danielzeller/Depth-LIB-Android-,git@github.com:danielzeller/Depth-LIB-Android-.git,4578,0,2016-04-27T09:37:28Z
JanusGraph/janusgraph,git@github.com:JanusGraph/janusgraph.git,4577,21,2016-12-26T13:26:29Z
spring-projects/spring-data-examples,git@github.com:spring-projects/spring-data-examples.git,4573,0,2014-01-30T15:42:43Z
SplashCodes/JAViewer,git@github.com:SplashCodes/JAViewer.git,4571,10,2016-05-21T08:47:10Z
pili-engineering/PLDroidPlayer,git@github.com:pili-engineering/PLDroidPlayer.git,4550,42,2015-06-02T04:41:29Z
jankotek/mapdb,git@github.com:jankotek/mapdb.git,4550,0,2012-08-17T15:28:54Z
CodingDocs/springboot-guide,git@github.com:CodingDocs/springboot-guide.git,4548,0,2018-11-28T01:05:07Z
romandanylyk/PageIndicatorView,git@github.com:romandanylyk/PageIndicatorView.git,4545,14,2016-08-20T19:25:32Z
Flipboard/bottomsheet,git@github.com:Flipboard/bottomsheet.git,4543,10,2015-04-23T17:37:32Z
jdamcd/android-crop,git@github.com:jdamcd/android-crop.git,4537,6,2014-03-13T10:24:43Z
zhanghai/Douya,git@github.com:zhanghai/Douya.git,4521,11,2016-02-01T13:44:19Z
Genymobile/gnirehtet,git@github.com:Genymobile/gnirehtet.git,4519,11,2017-02-09T16:01:13Z
youtube/api-samples,git@github.com:youtube/api-samples.git,4514,0,2013-12-09T18:41:41Z
JakeWharton/NineOldAndroids,git@github.com:JakeWharton/NineOldAndroids.git,4513,0,2011-12-08T19:46:37Z
apache/camel,git@github.com:apache/camel.git,4501,0,2009-05-21T00:25:36Z
orientechnologies/orientdb,git@github.com:orientechnologies/orientdb.git,4499,190,2012-12-09T20:33:47Z
deathmarine/Luyten,git@github.com:deathmarine/Luyten.git,4499,17,2013-07-11T10:57:28Z
zuihou/lamp-cloud,git@github.com:zuihou/lamp-cloud.git,4464,0,2018-01-17T02:51:04Z
HotBitmapGG/bilibili-android-client,git@github.com:HotBitmapGG/bilibili-android-client.git,4461,1,2016-06-01T04:36:01Z
2227324689/gpmall,git@github.com:2227324689/gpmall.git,4451,0,2019-07-18T14:09:22Z
cglib/cglib,git@github.com:cglib/cglib.git,4449,15,2014-03-29T13:48:30Z
alibaba/dexposed,git@github.com:alibaba/dexposed.git,4447,0,2015-06-30T02:59:16Z
puniverse/quasar,git@github.com:puniverse/quasar.git,4443,18,2013-03-27T14:51:24Z
reactive-streams/reactive-streams-jvm,git@github.com:reactive-streams/reactive-streams-jvm.git,4442,0,2014-02-28T13:16:15Z
apache/hive,git@github.com:apache/hive.git,4438,0,2009-05-21T02:31:01Z
square/android-times-square,git@github.com:square/android-times-square.git,4436,0,2013-01-30T20:28:27Z
castorflex/SmoothProgressBar,git@github.com:castorflex/SmoothProgressBar.git,4434,9,2013-11-27T20:32:16Z
firebase/FirebaseUI-Android,git@github.com:firebase/FirebaseUI-Android.git,4430,64,2015-07-09T17:31:09Z
natario1/CameraView,git@github.com:natario1/CameraView.git,4409,42,2017-07-18T09:30:33Z
AntennaPod/AntennaPod,git@github.com:AntennaPod/AntennaPod.git,4405,47,2012-07-31T10:25:08Z
bitcoinj/bitcoinj,git@github.com:bitcoinj/bitcoinj.git,4397,1,2013-11-19T04:33:23Z
hansonwang99/Spring-Boot-In-Action,git@github.com:hansonwang99/Spring-Boot-In-Action.git,4394,0,2019-01-28T12:56:51Z
itwanger/JavaBooks,git@github.com:itwanger/JavaBooks.git,4390,0,2020-10-10T00:48:06Z
android/views-widgets-samples,git@github.com:android/views-widgets-samples.git,4388,0,2019-09-06T21:39:12Z
MindorksOpenSource/android-mvp-architecture,git@github.com:MindorksOpenSource/android-mvp-architecture.git,4384,0,2017-01-27T08:39:06Z
jeremylong/DependencyCheck,git@github.com:jeremylong/DependencyCheck.git,4379,34,2012-09-03T20:43:30Z
LandGrey/SpringBootVulExploit,git@github.com:LandGrey/SpringBootVulExploit.git,4370,0,2020-05-20T09:18:44Z
roncoo/roncoo-pay,git@github.com:roncoo/roncoo-pay.git,4362,0,2016-07-21T02:46:06Z
ZHENFENG13/spring-boot-projects,git@github.com:ZHENFENG13/spring-boot-projects.git,4346,0,2017-04-01T01:50:14Z
javaparser/javaparser,git@github.com:javaparser/javaparser.git,4343,34,2011-10-30T14:03:44Z
zhanglei-workspace/shopping-management-system,git@github.com:zhanglei-workspace/shopping-management-system.git,4343,0,2015-11-16T12:53:21Z
javagrowing/JGrowing,git@github.com:javagrowing/JGrowing.git,4334,0,2019-02-26T01:55:08Z
mcxiaoke/android-volley,git@github.com:mcxiaoke/android-volley.git,4332,0,2013-05-21T05:35:26Z
Ashok-Varma/BottomNavigation,git@github.com:Ashok-Varma/BottomNavigation.git,4325,16,2016-03-19T19:19:30Z
Netflix/ribbon,git@github.com:Netflix/ribbon.git,4310,41,2013-01-15T01:08:04Z
Tencent/GT,git@github.com:Tencent/GT.git,4306,3,2016-01-13T10:29:55Z
yasserg/crawler4j,git@github.com:yasserg/crawler4j.git,4306,3,2011-12-31T22:49:18Z
coobird/thumbnailator,git@github.com:coobird/thumbnailator.git,4297,0,2015-07-25T05:38:33Z
bingoogolapple/BGARefreshLayout-Android,git@github.com:bingoogolapple/BGARefreshLayout-Android.git,4294,4,2015-05-28T16:17:00Z
awangdev/LintCode,git@github.com:awangdev/LintCode.git,4290,0,2015-04-25T19:14:09Z
aporter/coursera-android,git@github.com:aporter/coursera-android.git,4281,0,2014-01-05T09:55:31Z
robinhood/ticker,git@github.com:robinhood/ticker.git,4271,9,2016-07-15T21:37:52Z
reactor/reactor-core,git@github.com:reactor/reactor-core.git,4266,122,2015-11-10T10:06:40Z
apache/rocketmq-externals,git@github.com:apache/rocketmq-externals.git,4264,0,2017-03-14T07:00:06Z
huanghongxun/HMCL,git@github.com:huanghongxun/HMCL.git,4260,181,2015-06-22T08:06:03Z
jeasonlzy/ImagePicker,git@github.com:jeasonlzy/ImagePicker.git,4251,5,2016-01-27T17:05:03Z
apache/ignite,git@github.com:apache/ignite.git,4250,0,2015-02-19T08:00:05Z
ronmamo/reflections,git@github.com:ronmamo/reflections.git,4238,3,2013-04-16T16:19:26Z
CellularPrivacy/Android-IMSI-Catcher-Detector,git@github.com:CellularPrivacy/Android-IMSI-Catcher-Detector.git,4235,48,2013-11-23T10:04:14Z
web3j/web3j,git@github.com:web3j/web3j.git,4231,98,2016-09-04T05:48:49Z
Meituan-Dianping/Robust,git@github.com:Meituan-Dianping/Robust.git,4226,13,2017-03-14T10:14:50Z
brianfrankcooper/YCSB,git@github.com:brianfrankcooper/YCSB.git,4220,55,2010-04-19T20:52:11Z
airbnb/DeepLinkDispatch,git@github.com:airbnb/DeepLinkDispatch.git,4208,22,2015-06-11T21:16:48Z
Exrick/xpay,git@github.com:Exrick/xpay.git,4205,0,2017-12-12T16:11:19Z
grantland/android-autofittextview,git@github.com:grantland/android-autofittextview.git,4197,1,2011-02-14T06:00:52Z
meefik/linuxdeploy,git@github.com:meefik/linuxdeploy.git,4197,37,2012-08-21T04:49:14Z
cjlin1/libsvm,git@github.com:cjlin1/libsvm.git,4195,0,2013-09-10T14:32:07Z
Col-E/Recaf,git@github.com:Col-E/Recaf.git,4190,168,2017-07-27T06:01:10Z
codingapi/tx-lcn,git@github.com:codingapi/tx-lcn.git,4167,14,2017-11-11T03:34:34Z
apache/pinot,git@github.com:apache/pinot.git,4163,16,2014-05-19T23:27:48Z
Doikki/DKVideoPlayer,git@github.com:Doikki/DKVideoPlayer.git,4156,32,2017-04-11T01:33:38Z
Jacksgong/JKeyboardPanelSwitch,git@github.com:Jacksgong/JKeyboardPanelSwitch.git,4154,14,2015-07-01T17:42:01Z
ChadCSong/ShineButton,git@github.com:ChadCSong/ShineButton.git,4154,2,2016-07-05T06:32:26Z
hugeterry/CoordinatorTabLayout,git@github.com:hugeterry/CoordinatorTabLayout.git,4140,0,2017-01-27T13:40:28Z
pedrovgs/AndroidWiFiADB,git@github.com:pedrovgs/AndroidWiFiADB.git,4124,8,2015-10-18T21:58:45Z
stleary/JSON-java,git@github.com:stleary/JSON-java.git,4117,15,2010-12-21T17:46:09Z
iNPUTmice/Conversations,git@github.com:iNPUTmice/Conversations.git,4116,109,2014-01-24T01:07:34Z
Heeexy/SpringBoot-Shiro-Vue,git@github.com:Heeexy/SpringBoot-Shiro-Vue.git,4115,0,2017-11-17T18:49:06Z
WeiYe-Jing/datax-web,git@github.com:WeiYe-Jing/datax-web.git,4115,5,2019-11-19T01:09:05Z
bingoogolapple/BGABanner-Android,git@github.com:bingoogolapple/BGABanner-Android.git,4115,0,2014-10-25T17:15:18Z
azkaban/azkaban,git@github.com:azkaban/azkaban.git,4113,48,2012-10-18T01:34:53Z
baoyachi/StepView,git@github.com:baoyachi/StepView.git,4103,13,2016-06-22T03:52:08Z
phishman3579/java-algorithms-implementation,git@github.com:phishman3579/java-algorithms-implementation.git,4102,0,2013-11-20T03:30:19Z
citerus/dddsample-core,git@github.com:citerus/dddsample-core.git,4092,0,2015-01-31T23:21:37Z
tuguangquan/mybatis,git@github.com:tuguangquan/mybatis.git,4086,0,2014-11-03T04:51:06Z
objectbox/objectbox-java,git@github.com:objectbox/objectbox-java.git,4082,32,2017-01-24T10:29:48Z
ongakuer/CircleIndicator,git@github.com:ongakuer/CircleIndicator.git,4082,7,2014-07-30T14:02:56Z
alibaba/Tangram-Android,git@github.com:alibaba/Tangram-Android.git,4080,38,2017-03-29T13:29:57Z
ThirtyDegreesRay/OpenHub,git@github.com:ThirtyDegreesRay/OpenHub.git,4079,31,2017-07-11T13:29:51Z
bisq-network/bisq,git@github.com:bisq-network/bisq.git,4076,126,2014-03-12T09:42:29Z
rubensousa/ViewPagerCards,git@github.com:rubensousa/ViewPagerCards.git,4058,0,2016-08-20T15:24:12Z
chewiebug/GCViewer,git@github.com:chewiebug/GCViewer.git,4053,5,2011-10-23T09:01:04Z
bjmashibing/InternetArchitect,git@github.com:bjmashibing/InternetArchitect.git,4051,0,2019-10-19T16:32:01Z
dinuscxj/LoadingDrawable,git@github.com:dinuscxj/LoadingDrawable.git,4051,0,2016-04-16T07:33:57Z
rstudio/rstudio,git@github.com:rstudio/rstudio.git,4048,0,2010-12-07T19:10:25Z
Yalantis/Phoenix,git@github.com:Yalantis/Phoenix.git,4037,1,2015-01-12T14:11:20Z
dreamhead/moco,git@github.com:dreamhead/moco.git,4033,0,2012-10-18T09:09:51Z
makovkastar/FloatingActionButton,git@github.com:makovkastar/FloatingActionButton.git,4029,0,2014-07-22T13:29:55Z
JZ-Darkal/AndroidHttpCapture,git@github.com:JZ-Darkal/AndroidHttpCapture.git,4027,1,2016-10-15T19:48:00Z
j-easy/easy-rules,git@github.com:j-easy/easy-rules.git,4024,10,2013-03-10T14:38:26Z
CalebFenton/simplify,git@github.com:CalebFenton/simplify.git,4023,9,2014-01-16T05:14:02Z
brianway/java-learning,git@github.com:brianway/java-learning.git,4021,0,2016-02-09T05:20:58Z
vespa-engine/vespa,git@github.com:vespa-engine/vespa.git,4017,28,2016-06-03T20:54:20Z
react-native-webrtc/react-native-webrtc,git@github.com:react-native-webrtc/react-native-webrtc.git,4011,44,2015-09-27T10:57:30Z
BoltsFramework/Bolts-Android,git@github.com:BoltsFramework/Bolts-Android.git,4011,11,2014-01-30T04:58:14Z
TeamAmaze/AmazeFileManager,git@github.com:TeamAmaze/AmazeFileManager.git,4003,61,2014-07-14T19:47:53Z
Javen205/IJPay,git@github.com:Javen205/IJPay.git,4001,23,2017-05-02T03:15:32Z
yhaolpz/FloatWindow,git@github.com:yhaolpz/FloatWindow.git,4000,9,2017-11-14T14:33:55Z
qstumn/BadgeView,git@github.com:qstumn/BadgeView.git,3975,5,2017-02-08T02:01:39Z
pmd/pmd,git@github.com:pmd/pmd.git,3972,79,2012-07-11T18:03:00Z
rengwuxian/RxJavaSamples,git@github.com:rengwuxian/RxJavaSamples.git,3966,3,2016-03-24T13:08:10Z
Manabu-GT/ExpandableTextView,git@github.com:Manabu-GT/ExpandableTextView.git,3965,4,2014-05-17T19:40:15Z
obsidiandynamics/kafdrop,git@github.com:obsidiandynamics/kafdrop.git,3957,44,2019-05-27T08:46:56Z
xuexiangjys/XUI,git@github.com:xuexiangjys/XUI.git,3955,21,2019-01-07T07:59:02Z
lcodecorex/TwinklingRefreshLayout,git@github.com:lcodecorex/TwinklingRefreshLayout.git,3953,0,2016-03-02T12:11:56Z
luckybilly/CC,git@github.com:luckybilly/CC.git,3948,0,2017-11-23T16:26:33Z
Freeyourgadget/Gadgetbridge,git@github.com:Freeyourgadget/Gadgetbridge.git,3941,0,2015-01-05T23:19:03Z
alibaba/jstorm,git@github.com:alibaba/jstorm.git,3941,22,2013-09-03T03:53:16Z
hussien89aa/AndroidTutorialForBeginners,git@github.com:hussien89aa/AndroidTutorialForBeginners.git,3937,0,2016-09-26T16:36:28Z
xcltapestry/XCL-Charts,git@github.com:xcltapestry/XCL-Charts.git,3936,0,2014-06-09T15:44:50Z
bytedeco/javacpp,git@github.com:bytedeco/javacpp.git,3928,8,2014-04-21T12:47:21Z
querydsl/querydsl,git@github.com:querydsl/querydsl.git,3921,34,2011-08-05T06:46:32Z
JoanZapata/android-iconify,git@github.com:JoanZapata/android-iconify.git,3915,0,2013-06-12T11:42:01Z
oblac/jodd,git@github.com:oblac/jodd.git,3911,37,2012-09-07T20:26:48Z
LWJGL/lwjgl3,git@github.com:LWJGL/lwjgl3.git,3905,16,2012-12-23T15:40:04Z
tiann/epic,git@github.com:tiann/epic.git,3896,5,2017-05-22T02:52:44Z
dromara/hmily,git@github.com:dromara/hmily.git,3893,0,2017-09-28T06:29:01Z
Piasy/BigImageViewer,git@github.com:Piasy/BigImageViewer.git,3888,0,2016-11-06T09:55:02Z
apache/shiro,git@github.com:apache/shiro.git,3887,0,2009-08-29T08:00:17Z
JSQLParser/JSqlParser,git@github.com:JSQLParser/JSqlParser.git,3886,29,2011-06-23T22:51:52Z
runelite/runelite,git@github.com:runelite/runelite.git,3885,0,2016-04-30T20:48:02Z
powermock/powermock,git@github.com:powermock/powermock.git,3877,16,2014-05-28T07:53:53Z
oldmanpushcart/greys-anatomy,git@github.com:oldmanpushcart/greys-anatomy.git,3875,0,2012-11-21T19:39:35Z
orhanobut/hawk,git@github.com:orhanobut/hawk.git,3874,22,2015-02-19T22:25:23Z
eirslett/frontend-maven-plugin,git@github.com:eirslett/frontend-maven-plugin.git,3872,0,2013-08-30T14:44:38Z
aurelhubert/ahbottomnavigation,git@github.com:aurelhubert/ahbottomnavigation.git,3868,14,2016-03-17T12:17:56Z
bluelinelabs/Conductor,git@github.com:bluelinelabs/Conductor.git,3855,19,2016-03-16T18:42:41Z
line/armeria,git@github.com:line/armeria.git,3853,204,2015-11-16T04:04:01Z
pig-mesh/pig,git@github.com:pig-mesh/pig.git,3850,21,2019-08-26T03:24:53Z
beemdevelopment/Aegis,git@github.com:beemdevelopment/Aegis.git,3829,45,2016-08-15T19:10:31Z
apache/incubator-seatunnel,git@github.com:apache/incubator-seatunnel.git,3826,37,2017-08-05T09:14:47Z
remkop/picocli,git@github.com:remkop/picocli.git,3815,78,2017-02-01T16:38:41Z
mock-server/mockserver,git@github.com:mock-server/mockserver.git,3815,0,2013-02-26T06:09:52Z
Fuzion24/JustTrustMe,git@github.com:Fuzion24/JustTrustMe.git,3811,1,2014-07-24T23:45:05Z
spring-projects/spring-authorization-server,git@github.com:spring-projects/spring-authorization-server.git,3808,14,2020-03-17T17:28:57Z
roboguice/roboguice,git@github.com:roboguice/roboguice.git,3808,0,2012-08-12T20:37:19Z
microsoft/malmo,git@github.com:microsoft/malmo.git,3801,21,2016-05-17T14:58:40Z
MiguelCatalan/MaterialSearchView,git@github.com:MiguelCatalan/MaterialSearchView.git,3799,6,2015-09-14T17:13:46Z
failsafe-lib/failsafe,git@github.com:failsafe-lib/failsafe.git,3795,0,2015-06-30T00:56:39Z
graphhopper/graphhopper,git@github.com:graphhopper/graphhopper.git,3790,37,2012-02-18T19:57:38Z
databricks/learning-spark,git@github.com:databricks/learning-spark.git,3788,0,2014-06-16T04:47:54Z
RedSpider1/concurrent,git@github.com:RedSpider1/concurrent.git,3784,0,2018-11-03T13:49:36Z
pqpo/SmartCropper,git@github.com:pqpo/SmartCropper.git,3778,13,2017-08-03T11:08:41Z
zzhoujay/RichText,git@github.com:zzhoujay/RichText.git,3774,0,2015-07-21T09:36:01Z
saysky/ForestBlog,git@github.com:saysky/ForestBlog.git,3768,0,2017-10-08T15:27:47Z
timehop/sticky-headers-recyclerview,git@github.com:timehop/sticky-headers-recyclerview.git,3739,0,2014-10-03T01:57:46Z
lzyzsd/CircleProgress,git@github.com:lzyzsd/CircleProgress.git,3728,0,2014-10-30T16:14:42Z
yanzhenjie/NoHttp,git@github.com:yanzhenjie/NoHttp.git,3719,0,2015-07-29T06:11:12Z
zlt2000/microservices-platform,git@github.com:zlt2000/microservices-platform.git,3715,27,2019-03-07T07:13:37Z
willowtreeapps/spruce-android,git@github.com:willowtreeapps/spruce-android.git,3713,3,2017-02-23T20:34:18Z
jitsi/jitsi,git@github.com:jitsi/jitsi.git,3713,7,2013-04-24T17:37:20Z
traccar/traccar,git@github.com:traccar/traccar.git,3711,39,2012-04-16T08:33:49Z
binIoter/GuideView,git@github.com:binIoter/GuideView.git,3709,0,2016-06-19T08:52:25Z
DiUS/java-faker,git@github.com:DiUS/java-faker.git,3704,0,2011-06-06T01:01:21Z
google/open-location-code,git@github.com:google/open-location-code.git,3704,5,2014-09-30T18:26:35Z
amirzaidi/Launcher3,git@github.com:amirzaidi/Launcher3.git,3700,22,2017-05-30T12:53:32Z
CaffeineMC/sodium-fabric,git@github.com:CaffeineMC/sodium-fabric.git,3694,14,2020-02-01T03:04:09Z
code4craft/tiny-spring,git@github.com:code4craft/tiny-spring.git,3693,0,2014-01-10T16:37:57Z
oracle/opengrok,git@github.com:oracle/opengrok.git,3689,202,2013-01-07T11:49:18Z
mik3y/usb-serial-for-android,git@github.com:mik3y/usb-serial-for-android.git,3685,23,2013-06-30T23:17:45Z
PowerJob/PowerJob,git@github.com:PowerJob/PowerJob.git,3683,32,2020-03-16T09:19:55Z
spring-cloud/spring-cloud-gateway,git@github.com:spring-cloud/spring-cloud-gateway.git,3677,0,2016-11-16T21:42:51Z
alibaba/dragonwell8,git@github.com:alibaba/dragonwell8.git,3674,19,2019-03-07T02:57:45Z
yangfuhai/ASimpleCache,git@github.com:yangfuhai/ASimpleCache.git,3670,0,2013-07-28T13:50:59Z
lygttpod/SuperTextView,git@github.com:lygttpod/SuperTextView.git,3668,39,2016-10-19T04:06:54Z
mybatis/spring-boot-starter,git@github.com:mybatis/spring-boot-starter.git,3666,23,2015-09-25T13:05:15Z
981011512/--,git@github.com:981011512/--.git,3665,0,2020-06-18T22:47:21Z
getActivity/XXPermissions,git@github.com:getActivity/XXPermissions.git,3662,49,2018-06-15T14:31:29Z
sunfusheng/MarqueeView,git@github.com:sunfusheng/MarqueeView.git,3658,0,2016-06-01T06:50:46Z
apache/dubbo-admin,git@github.com:apache/dubbo-admin.git,3646,4,2018-01-11T05:30:17Z
NotFound9/interviewGuide,git@github.com:NotFound9/interviewGuide.git,3638,0,2016-04-20T07:17:09Z
mercyblitz/tech-weekly,git@github.com:mercyblitz/tech-weekly.git,3636,0,2018-12-03T03:10:52Z
andOTP/andOTP,git@github.com:andOTP/andOTP.git,3635,38,2017-07-05T11:39:52Z
ryanhoo/StylishMusicPlayer,git@github.com:ryanhoo/StylishMusicPlayer.git,3633,0,2016-09-13T14:38:32Z
litesuits/android-common,git@github.com:litesuits/android-common.git,3625,0,2014-05-29T08:08:00Z
jboss-javassist/javassist,git@github.com:jboss-javassist/javassist.git,3624,20,2013-05-24T08:31:32Z
alibaba/QLExpress,git@github.com:alibaba/QLExpress.git,3623,1,2017-03-15T08:39:54Z
rovo89/XposedInstaller,git@github.com:rovo89/XposedInstaller.git,3611,0,2012-04-02T20:33:05Z
rockerhieu/emojicon,git@github.com:rockerhieu/emojicon.git,3609,2,2014-01-18T12:32:38Z
sofastack/sofa-rpc,git@github.com:sofastack/sofa-rpc.git,3606,48,2018-04-09T03:32:04Z
baomidou/dynamic-datasource-spring-boot-starter,git@github.com:baomidou/dynamic-datasource-spring-boot-starter.git,3604,9,2018-04-28T02:32:16Z
apache/incubator-heron,git@github.com:apache/incubator-heron.git,3594,56,2015-09-25T16:09:24Z
tyrantgit/ExplosionField,git@github.com:tyrantgit/ExplosionField.git,3585,0,2015-09-23T11:34:50Z
Atmosphere/atmosphere,git@github.com:Atmosphere/atmosphere.git,3584,0,2010-06-30T14:26:23Z
johncarl81/parceler,git@github.com:johncarl81/parceler.git,3579,0,2013-07-03T02:53:01Z
CameraKit/blurkit-android,git@github.com:CameraKit/blurkit-android.git,3577,3,2016-11-06T03:14:58Z
linyiqun/DataMiningAlgorithm,git@github.com:linyiqun/DataMiningAlgorithm.git,3575,0,2015-01-11T02:50:28Z
dongjunkun/DropDownMenu,git@github.com:dongjunkun/DropDownMenu.git,3573,2,2015-06-23T07:43:56Z
stfalcon-studio/ChatKit,git@github.com:stfalcon-studio/ChatKit.git,3573,1,2017-02-02T09:37:15Z
nytimes/Store,git@github.com:nytimes/Store.git,3570,0,2016-11-29T20:17:11Z
alibaba/jetcache,git@github.com:alibaba/jetcache.git,3570,59,2017-04-12T07:48:23Z
Ereza/CustomActivityOnCrash,git@github.com:Ereza/CustomActivityOnCrash.git,3567,12,2014-07-04T19:46:21Z
kikoso/android-stackblur,git@github.com:kikoso/android-stackblur.git,3566,0,2013-08-15T14:44:32Z
Exrick/xboot,git@github.com:Exrick/xboot.git,3562,6,2018-04-23T14:44:18Z
google/rejoiner,git@github.com:google/rejoiner.git,3551,3,2017-12-06T19:09:53Z
knowm/XChange,git@github.com:knowm/XChange.git,3547,0,2012-02-02T10:48:28Z
mpusher/mpush,git@github.com:mpusher/mpush.git,3546,9,2016-04-28T01:43:19Z
luontola/retrolambda,git@github.com:luontola/retrolambda.git,3545,0,2013-07-20T07:25:22Z
lsjwzh/RecyclerViewPager,git@github.com:lsjwzh/RecyclerViewPager.git,3544,10,2015-01-17T18:30:34Z
micrometer-metrics/micrometer,git@github.com:micrometer-metrics/micrometer.git,3538,157,2017-04-10T21:36:51Z
arimorty/floatingsearchview,git@github.com:arimorty/floatingsearchview.git,3528,0,2015-11-22T02:38:32Z
will-che/flink-recommandSystem-demo,git@github.com:will-che/flink-recommandSystem-demo.git,3518,0,2019-05-15T07:55:35Z
baoyongzhang/SwipeMenuListView,git@github.com:baoyongzhang/SwipeMenuListView.git,3512,2,2014-08-24T15:40:45Z
JakeWharton/ThreeTenABP,git@github.com:JakeWharton/ThreeTenABP.git,3502,0,2015-07-03T17:35:09Z
bilibili/MagicaSakura,git@github.com:bilibili/MagicaSakura.git,3498,3,2016-06-23T07:54:59Z
davideas/FlexibleAdapter,git@github.com:davideas/FlexibleAdapter.git,3493,30,2015-05-02T22:00:43Z
mcxtzhang/SwipeDelMenuLayout,git@github.com:mcxtzhang/SwipeDelMenuLayout.git,3492,2,2016-08-25T08:10:45Z
dropbox/hackpad,git@github.com:dropbox/hackpad.git,3490,0,2015-08-14T02:32:17Z
codeestX/GeekNews,git@github.com:codeestX/GeekNews.git,3490,0,2016-08-07T14:56:56Z
qunarcorp/bistoury,git@github.com:qunarcorp/bistoury.git,3489,8,2019-08-01T07:54:25Z
andremion/Music-Player,git@github.com:andremion/Music-Player.git,3484,2,2016-05-06T21:55:37Z
ethanhua/Skeleton,git@github.com:ethanhua/Skeleton.git,3484,0,2017-07-30T06:42:39Z
GeyserMC/Geyser,git@github.com:GeyserMC/Geyser.git,3479,0,2019-07-08T17:23:17Z
apache/hudi,git@github.com:apache/hudi.git,3477,18,2016-12-14T15:53:41Z
promeG/TinyPinyin,git@github.com:promeG/TinyPinyin.git,3477,2,2015-09-30T03:24:50Z
crate/crate,git@github.com:crate/crate.git,3471,45,2013-04-10T09:17:16Z
stylefeng/Guns,git@github.com:stylefeng/Guns.git,3469,0,2017-07-06T05:19:54Z
xcc3641/SeeWeather,git@github.com:xcc3641/SeeWeather.git,3468,2,2016-02-20T13:10:14Z
jeecgboot/JimuReport,git@github.com:jeecgboot/JimuReport.git,3466,4,2019-12-05T12:25:59Z
openhab/openhab1-addons,git@github.com:openhab/openhab1-addons.git,3458,14,2013-09-20T20:28:43Z
liuyubobobo/Play-with-Algorithms,git@github.com:liuyubobobo/Play-with-Algorithms.git,3456,0,2016-07-05T18:16:22Z
JeremyLiao/LiveEventBus,git@github.com:JeremyLiao/LiveEventBus.git,3451,0,2018-07-11T07:36:59Z
lisawray/groupie,git@github.com:lisawray/groupie.git,3447,28,2016-09-01T20:59:35Z
linkedin/databus,git@github.com:linkedin/databus.git,3440,0,2012-12-17T17:49:17Z
wendux/DSBridge-Android,git@github.com:wendux/DSBridge-Android.git,3437,2,2017-01-02T11:58:53Z
guolindev/giffun,git@github.com:guolindev/giffun.git,3436,0,2019-01-28T05:11:00Z
networknt/light-4j,git@github.com:networknt/light-4j.git,3434,150,2016-09-09T22:28:14Z
WVector/AppUpdate,git@github.com:WVector/AppUpdate.git,3433,3,2017-06-19T09:38:42Z
h2database/h2database,git@github.com:h2database/h2database.git,3430,18,2015-04-10T19:09:09Z
eclipse/jetty.project,git@github.com:eclipse/jetty.project.git,3422,48,2011-07-14T01:11:57Z
JavaNoober/BackgroundLibrary,git@github.com:JavaNoober/BackgroundLibrary.git,3420,12,2018-09-09T08:52:45Z
avast/android-butterknife-zelezny,git@github.com:avast/android-butterknife-zelezny.git,3416,8,2013-12-23T14:24:08Z
crossoverJie/SSM,git@github.com:crossoverJie/SSM.git,3413,10,2016-06-21T10:09:02Z
code4craft/netty-learning,git@github.com:code4craft/netty-learning.git,3413,0,2013-09-19T02:24:25Z
yigit/android-priority-jobqueue,git@github.com:yigit/android-priority-jobqueue.git,3412,0,2014-06-20T00:12:45Z
strimzi/strimzi-kafka-operator,git@github.com:strimzi/strimzi-kafka-operator.git,3409,102,2016-05-06T08:52:33Z
liquibase/liquibase,git@github.com:liquibase/liquibase.git,3397,74,2011-07-08T20:08:20Z
MovingBlocks/Terasology,git@github.com:MovingBlocks/Terasology.git,3395,68,2011-03-04T03:49:19Z
fishercoder1534/Leetcode,git@github.com:fishercoder1534/Leetcode.git,3389,0,2016-07-31T05:28:15Z
googlemaps/android-maps-utils,git@github.com:googlemaps/android-maps-utils.git,3388,25,2013-05-17T00:08:48Z
